source,destination,weather,congestion,distance,cargo,risk
Tokyo,Ho Chi Minh City,2,5,7538,normal,65
Tokyo,Kuala Lumpur,5,2,8932,normal,71
Osaka,Mumbai,2,2,3708,normal,41
Osaka,Chennai,4,4,1835,fragile,87
Osaka,Kolkata,5,2,2447,fragile,81
Osaka,Delhi,3,1,8842,normal,43
Osaka,Visakhapatnam,1,3,1388,fragile,49
Osaka,Singapore,2,1,9161,normal,33
Osaka,Shanghai,4,3,10993,normal,69
Osaka,Shenzhen,1,3,2320,fragile,49
Osaka,Guangzhou,5,1,5408,fragile,73
Osaka,Hong Kong,5,5,10211,normal,95
Osaka,Tokyo,4,2,2398,normal,61
Osaka,Osaka,1,5,10353,fragile,65
Osaka,Busan,3,1,10912,normal,43
Osaka,Bangkok,5,5,7624,fragile,105
Osaka,Jakarta,5,2,11696,normal,71
Osaka,Dubai,1,2,5314,fragile,41
Osaka,Doha,2,4,9154,fragile,67
Osaka,Riyadh,5,3,4361,fragile,89
Osaka,Jeddah,1,1,8874,normal,23
Osaka,Istanbul,4,3,9449,fragile,79
Osaka,Hamburg,2,1,7661,fragile,43
Osaka,Rotterdam,1,3,11618,normal,39
Osaka,Antwerp,5,3,2688,fragile,89
Osaka,London,5,2,1245,normal,71
Osaka,Le Havre,3,3,2145,normal,59
Osaka,Barcelona,1,5,6815,fragile,65
Osaka,Genoa,4,2,6648,fragile,71
Osaka,Athens,5,2,9012,normal,71
Osaka,New York,5,1,8998,fragile,73
Osaka,Los Angeles,2,5,10473,fragile,75
Osaka,San Francisco,5,5,10124,normal,95
Osaka,Seattle,4,4,11142,normal,77
Osaka,Houston,2,4,5573,normal,57
Osaka,Miami,1,4,4161,fragile,57
Osaka,Vancouver,1,5,2599,normal,55
Osaka,Toronto,2,3,3909,fragile,59
Osaka,Montreal,5,3,9285,normal,79
Osaka,Sydney,2,2,5520,fragile,51
Osaka,Melbourne,3,4,11893,fragile,77
Osaka,Auckland,2,1,8420,fragile,43
Osaka,Cape Town,2,3,11380,fragile,59
Osaka,Durban,4,3,10743,normal,69
Osaka,Lagos,1,4,8418,normal,47
Osaka,Nairobi,3,3,6160,fragile,69
Osaka,Santos,3,4,2956,fragile,77
Osaka,Rio de Janeiro,3,1,9160,normal,43
Osaka,Buenos Aires,2,4,11453,normal,57
Osaka,Lima,4,1,4890,fragile,63
Osaka,Panama City,4,5,8413,fragile,95
Osaka,Manila,5,3,10322,fragile,89
Osaka,Ho Chi Minh City,1,1,11324,fragile,33
Osaka,Kuala Lumpur,5,2,8756,normal,71
Busan,Mumbai,3,4,6644,normal,67
Busan,Chennai,5,1,3473,normal,63
Busan,Kolkata,4,3,3749,normal,69
Busan,Delhi,1,1,10782,fragile,33
Busan,Visakhapatnam,1,2,8964,fragile,41
Busan,Singapore,2,1,8225,fragile,43
Busan,Shanghai,5,4,1895,fragile,97
Busan,Shenzhen,5,3,6254,fragile,89
Busan,Guangzhou,1,4,3935,fragile,57
Busan,Hong Kong,3,2,6235,fragile,61
Busan,Tokyo,1,1,4601,fragile,33
Busan,Osaka,1,4,3979,fragile,57
Busan,Busan,2,1,6095,fragile,43
Busan,Bangkok,3,1,8988,fragile,53
Busan,Jakarta,4,1,4252,normal,53
Busan,Dubai,4,1,5392,normal,53
Busan,Doha,2,4,11252,normal,57
Busan,Riyadh,2,4,6298,fragile,67
Busan,Jeddah,3,3,1396,normal,59
Busan,Istanbul,3,3,2858,fragile,69
Busan,Hamburg,2,1,1421,fragile,43
Busan,Rotterdam,4,4,3219,fragile,87
Busan,Antwerp,5,3,5545,fragile,89
Busan,London,3,3,8981,normal,59
Busan,Le Havre,2,4,7577,fragile,67
Busan,Barcelona,2,1,10381,fragile,43
Busan,Genoa,3,5,5101,normal,75
Busan,Athens,1,2,7249,fragile,41
Busan,New York,1,4,9676,normal,47
Busan,Los Angeles,3,5,11142,normal,75
Busan,San Francisco,5,4,4369,fragile,97
Busan,Seattle,4,4,9543,fragile,87
Busan,Houston,3,3,4287,fragile,69
Busan,Miami,2,2,5875,fragile,51
Busan,Vancouver,1,4,3750,normal,47
Busan,Toronto,1,1,5131,normal,23
Busan,Montreal,3,3,2559,normal,59
Busan,Sydney,4,2,1724,fragile,71
Busan,Melbourne,4,5,4198,normal,85
Busan,Auckland,5,4,5276,normal,87
Busan,Cape Town,4,4,10024,fragile,87
Busan,Durban,2,5,3699,fragile,75
Busan,Lagos,4,4,5203,normal,77
Busan,Nairobi,3,4,2363,fragile,77
Busan,Santos,5,1,8750,fragile,73
Busan,Rio de Janeiro,4,1,1403,normal,53
Busan,Buenos Aires,1,1,11652,normal,23
Busan,Lima,2,3,3360,fragile,59
Busan,Panama City,3,4,10909,normal,67
Busan,Manila,3,1,10843,normal,43
Busan,Ho Chi Minh City,3,4,7218,fragile,77
Busan,Kuala Lumpur,1,1,1812,fragile,33
Bangkok,Mumbai,3,2,6198,fragile,61
Bangkok,Chennai,4,4,10741,fragile,87
Bangkok,Kolkata,1,2,2803,normal,31
Bangkok,Delhi,3,3,1204,normal,59
Bangkok,Visakhapatnam,2,2,4612,fragile,51
Bangkok,Singapore,3,4,8955,fragile,77
Bangkok,Shanghai,5,1,2123,normal,63
Bangkok,Shenzhen,4,2,5644,normal,61
Bangkok,Guangzhou,2,4,1926,fragile,67
Bangkok,Hong Kong,1,5,4657,normal,55
Bangkok,Tokyo,2,3,1550,fragile,59
Bangkok,Osaka,4,4,8504,normal,77
Bangkok,Busan,2,5,7178,fragile,75
Bangkok,Bangkok,1,5,11158,fragile,65
Bangkok,Jakarta,5,2,10789,normal,71
Bangkok,Dubai,1,5,9616,fragile,65
Bangkok,Doha,2,3,4270,fragile,59
Bangkok,Riyadh,5,1,8427,fragile,73
Bangkok,Jeddah,3,2,6401,normal,51
Bangkok,Istanbul,3,4,2969,normal,67
Bangkok,Hamburg,2,4,1311,normal,57
Bangkok,Rotterdam,4,5,7918,normal,85
Bangkok,Antwerp,5,2,3871,fragile,81
Bangkok,London,1,1,4936,normal,23
Bangkok,Le Havre,4,3,11235,normal,69
Bangkok,Barcelona,3,1,2766,normal,43
Bangkok,Genoa,5,5,10405,fragile,105
Bangkok,Athens,3,3,4110,normal,59
Bangkok,New York,3,4,6653,fragile,77
Bangkok,Los Angeles,1,2,6843,fragile,41
Bangkok,San Francisco,1,1,9109,fragile,33
Bangkok,Seattle,5,1,6420,fragile,73
Bangkok,Houston,2,2,5819,normal,41
Bangkok,Miami,4,1,3232,normal,53
Bangkok,Vancouver,4,4,1134,fragile,87
Bangkok,Toronto,2,1,10680,fragile,43
Bangkok,Montreal,1,5,6566,normal,55
Bangkok,Sydney,5,3,5915,normal,79
Bangkok,Melbourne,1,5,11495,normal,55
Bangkok,Auckland,4,3,8810,normal,69
Bangkok,Cape Town,5,1,4500,fragile,73
Bangkok,Durban,4,2,4207,fragile,71
Bangkok,Lagos,1,5,9209,fragile,65
Bangkok,Nairobi,5,2,2362,normal,71
Bangkok,Santos,5,2,2576,fragile,81
Bangkok,Rio de Janeiro,2,5,1505,normal,65
Bangkok,Buenos Aires,3,3,3673,normal,59
Bangkok,Lima,1,4,4044,normal,47
Bangkok,Panama City,2,5,2171,normal,65
Bangkok,Manila,5,3,7936,normal,79
Bangkok,Ho Chi Minh City,3,4,2161,normal,67
Bangkok,Kuala Lumpur,2,1,4597,fragile,43
Jakarta,Mumbai,4,3,5917,fragile,79
Jakarta,Chennai,3,5,3238,fragile,85
Jakarta,Kolkata,5,4,11885,fragile,97
Jakarta,Delhi,1,3,5471,fragile,49
Jakarta,Visakhapatnam,2,5,1687,normal,65
Jakarta,Singapore,2,4,9418,normal,57
Jakarta,Shanghai,4,5,10053,normal,85
Jakarta,Shenzhen,5,3,9667,normal,79
Jakarta,Guangzhou,2,1,9626,fragile,43
Jakarta,Hong Kong,5,5,3681,normal,95
Jakarta,Tokyo,5,3,6209,normal,79
Jakarta,Osaka,1,2,8829,fragile,41
Jakarta,Busan,1,4,1592,normal,47
Jakarta,Bangkok,4,3,1300,fragile,79
Jakarta,Jakarta,4,3,5302,fragile,79
Jakarta,Dubai,2,5,8055,fragile,75
Jakarta,Doha,3,1,5842,normal,43
Jakarta,Riyadh,1,3,9474,normal,39
Jakarta,Jeddah,2,3,1414,fragile,59
Jakarta,Istanbul,2,4,3206,fragile,67
Jakarta,Hamburg,3,4,1631,fragile,77
Jakarta,Rotterdam,2,4,11894,fragile,67
Jakarta,Antwerp,4,1,4659,normal,53
Jakarta,London,5,3,8910,fragile,89
Jakarta,Le Havre,3,3,11286,fragile,69
Jakarta,Barcelona,2,1,9666,fragile,43
Jakarta,Genoa,2,1,3517,fragile,43
Jakarta,Athens,5,5,10313,normal,95
Jakarta,New York,2,5,10749,normal,65
Jakarta,Los Angeles,5,4,11527,normal,87
Jakarta,San Francisco,1,4,11186,normal,47
Jakarta,Seattle,2,2,8763,normal,41
Jakarta,Houston,2,1,8467,normal,33
Jakarta,Miami,1,5,9683,fragile,65
Jakarta,Vancouver,3,2,4221,fragile,61
Jakarta,Toronto,4,1,10641,fragile,63
Jakarta,Montreal,2,3,8600,fragile,59
Jakarta,Sydney,1,5,3151,fragile,65
Jakarta,Melbourne,2,1,9106,normal,33
Jakarta,Auckland,4,3,1257,fragile,79
Jakarta,Cape Town,1,3,1395,normal,39
Jakarta,Durban,2,2,6088,fragile,51
Jakarta,Lagos,2,2,7851,normal,41
Jakarta,Nairobi,3,5,7930,fragile,85
Jakarta,Santos,4,2,3880,normal,61
Jakarta,Rio de Janeiro,4,4,8202,normal,77
Jakarta,Buenos Aires,5,4,10940,normal,87
Jakarta,Lima,2,2,8444,normal,41
Jakarta,Panama City,1,5,3518,normal,55
Jakarta,Manila,3,3,11947,fragile,69
Jakarta,Ho Chi Minh City,4,5,10817,normal,85
Jakarta,Kuala Lumpur,1,4,5401,normal,47
Dubai,Mumbai,1,5,10302,fragile,65
Dubai,Chennai,2,3,1572,fragile,59
Dubai,Kolkata,4,1,5314,fragile,63
Dubai,Delhi,4,1,5165,normal,53
Dubai,Visakhapatnam,3,5,3127,normal,75
Dubai,Singapore,2,5,8971,normal,65
Dubai,Shanghai,5,1,1584,fragile,73
Dubai,Shenzhen,4,2,11034,normal,61
Dubai,Guangzhou,2,2,5700,fragile,51
Dubai,Hong Kong,3,3,9680,normal,59
Dubai,Tokyo,1,2,5767,fragile,41
Dubai,Osaka,3,1,8058,normal,43
Dubai,Busan,4,3,11211,normal,69
Dubai,Bangkok,1,4,9764,fragile,57
Dubai,Jakarta,4,2,4719,normal,61
Dubai,Dubai,1,5,1230,normal,55
Dubai,Doha,4,2,8219,fragile,71
Dubai,Riyadh,2,2,9499,normal,41
Dubai,Jeddah,5,2,1352,normal,71
Dubai,Istanbul,1,2,3287,fragile,41
Dubai,Hamburg,4,2,8263,fragile,71
Dubai,Rotterdam,5,5,10460,fragile,105
Dubai,Antwerp,1,3,9968,normal,39
Dubai,London,4,4,7345,fragile,87
Dubai,Le Havre,2,2,7929,normal,41
Dubai,Barcelona,5,4,11345,normal,87
Dubai,Genoa,3,1,6100,fragile,53
Dubai,Athens,2,1,8903,fragile,43
Dubai,New York,3,1,9931,fragile,53
Dubai,Los Angeles,3,3,11950,normal,59
Dubai,San Francisco,2,1,11928,normal,33
Dubai,Seattle,2,3,7786,normal,49
Dubai,Houston,3,4,10567,normal,67
Dubai,Miami,2,1,6324,normal,33
Dubai,Vancouver,2,4,7945,normal,57
Dubai,Toronto,2,2,1214,fragile,51
Dubai,Montreal,4,3,4263,normal,69
Dubai,Sydney,5,4,1561,normal,87
Dubai,Melbourne,4,5,10722,fragile,95
Dubai,Auckland,2,2,9576,fragile,51
Dubai,Cape Town,5,1,6561,fragile,73
Dubai,Durban,4,5,10410,normal,85
Dubai,Lagos,3,2,4246,fragile,61
Dubai,Nairobi,1,2,2698,fragile,41
Dubai,Santos,2,1,7094,normal,33
Dubai,Rio de Janeiro,2,2,11265,normal,41
Dubai,Buenos Aires,5,2,4281,normal,71
Dubai,Lima,1,2,11284,fragile,41
Dubai,Panama City,1,5,11126,normal,55
Dubai,Manila,2,4,2582,fragile,67
Dubai,Ho Chi Minh City,1,1,11569,normal,23
Dubai,Kuala Lumpur,4,3,10832,fragile,79
Doha,Mumbai,5,1,4522,normal,63
Doha,Chennai,5,5,2173,normal,95
Doha,Kolkata,2,4,6185,normal,57
Doha,Delhi,3,4,10235,fragile,77
Doha,Visakhapatnam,5,3,3241,normal,79
Doha,Singapore,4,2,2612,normal,61
Doha,Shanghai,1,1,9336,fragile,33
Doha,Shenzhen,3,3,10354,fragile,69
Doha,Guangzhou,3,2,5402,normal,51
Doha,Hong Kong,1,2,4264,normal,31
Doha,Tokyo,1,1,9627,fragile,33
Doha,Osaka,5,2,5432,normal,71
Doha,Busan,4,1,5036,normal,53
Doha,Bangkok,5,2,3541,fragile,81
Doha,Jakarta,3,2,6592,fragile,61
Doha,Dubai,2,2,11826,normal,41
Doha,Doha,1,2,10085,fragile,41
Doha,Riyadh,2,4,11290,normal,57
Doha,Jeddah,4,5,7909,fragile,95
Doha,Istanbul,2,3,3699,fragile,59
Doha,Hamburg,3,1,1293,normal,43
Doha,Rotterdam,5,3,3691,normal,79
Doha,Antwerp,3,1,7617,fragile,53
Doha,London,3,4,8263,fragile,77
Doha,Le Havre,4,5,8078,fragile,95
Doha,Barcelona,3,3,4698,fragile,69
Doha,Genoa,2,1,2382,fragile,43
Doha,Athens,3,5,9011,fragile,85
Doha,New York,1,5,6496,normal,55
Doha,Los Angeles,3,3,10921,fragile,69
Doha,San Francisco,4,3,10455,fragile,79
Doha,Seattle,4,2,8487,normal,61
Doha,Houston,4,5,2731,fragile,95
Doha,Miami,5,1,6698,normal,63
Doha,Vancouver,1,2,6006,fragile,41
Doha,Toronto,3,3,5877,normal,59
Doha,Montreal,4,1,6692,fragile,63
Doha,Sydney,5,5,2205,normal,95
Doha,Melbourne,3,3,5619,fragile,69
Doha,Auckland,4,5,10002,normal,85
Doha,Cape Town,3,4,9080,normal,67
Doha,Durban,5,4,1113,normal,87
Doha,Lagos,5,3,5453,normal,79
Doha,Nairobi,3,2,7051,fragile,61
Doha,Santos,2,2,1747,fragile,51
Doha,Rio de Janeiro,5,2,8843,fragile,81
Doha,Buenos Aires,1,5,7734,fragile,65
Doha,Lima,4,4,4782,fragile,87
Doha,Panama City,5,2,3210,normal,71
Doha,Manila,2,3,8030,normal,49
Doha,Ho Chi Minh City,5,1,3502,normal,63
Doha,Kuala Lumpur,4,5,7625,fragile,95
Riyadh,Mumbai,3,4,6293,normal,67
Riyadh,Chennai,4,3,3557,fragile,79
Riyadh,Kolkata,2,3,3892,fragile,59
Riyadh,Delhi,3,4,11973,fragile,77
Riyadh,Visakhapatnam,2,3,8320,normal,49
Riyadh,Singapore,5,1,8322,normal,63
Riyadh,Shanghai,2,3,9043,normal,49
Riyadh,Shenzhen,3,3,7121,fragile,69
Riyadh,Guangzhou,3,1,3510,fragile,53
Riyadh,Hong Kong,4,2,4236,normal,61
Riyadh,Tokyo,1,1,5311,normal,23
Riyadh,Osaka,3,5,7315,fragile,85
Riyadh,Busan,1,4,3782,fragile,57
Riyadh,Bangkok,3,5,6220,normal,75
Riyadh,Jakarta,2,4,3210,normal,57
Riyadh,Dubai,1,3,9056,fragile,49
Riyadh,Doha,3,2,7377,fragile,61
Riyadh,Riyadh,5,3,9599,normal,79
Riyadh,Jeddah,2,5,4413,normal,65
Riyadh,Istanbul,5,1,11437,fragile,73
Riyadh,Hamburg,3,5,10197,normal,75
Riyadh,Rotterdam,1,4,3959,fragile,57
Riyadh,Antwerp,2,5,1375,normal,65
Riyadh,London,5,5,11596,fragile,105
Riyadh,Le Havre,2,1,11795,fragile,43
Riyadh,Barcelona,3,5,6271,normal,75
Riyadh,Genoa,2,4,2867,fragile,67
Riyadh,Athens,3,3,2910,normal,59
Riyadh,New York,5,5,8102,fragile,105
Riyadh,Los Angeles,5,4,11272,fragile,97
Riyadh,San Francisco,5,1,10445,normal,63
Riyadh,Seattle,3,4,10172,normal,67
Riyadh,Houston,4,4,8144,normal,77
Riyadh,Miami,3,5,9285,normal,75
Riyadh,Vancouver,5,2,9642,normal,71
Riyadh,Toronto,3,2,8812,fragile,61
Riyadh,Montreal,3,3,8944,normal,59
Riyadh,Sydney,3,5,8811,fragile,85
Riyadh,Melbourne,4,1,1982,normal,53
Riyadh,Auckland,5,5,4873,fragile,105
Riyadh,Cape Town,2,3,5509,fragile,59
Riyadh,Durban,5,1,1479,normal,63
Riyadh,Lagos,4,2,9627,normal,61
Riyadh,Nairobi,1,4,3700,normal,47
Riyadh,Santos,2,1,9105,fragile,43
Riyadh,Rio de Janeiro,5,3,11173,fragile,89
Riyadh,Buenos Aires,2,3,10601,fragile,59
Riyadh,Lima,4,4,6913,fragile,87
Riyadh,Panama City,5,1,11690,normal,63
Riyadh,Manila,4,2,1596,normal,61
Riyadh,Ho Chi Minh City,2,5,1000,normal,65
Riyadh,Kuala Lumpur,2,5,9502,normal,65
Jeddah,Mumbai,1,5,11203,fragile,65
Jeddah,Chennai,5,4,6588,normal,87
Jeddah,Kolkata,5,3,7719,normal,79
Jeddah,Delhi,2,5,10477,normal,65
Jeddah,Visakhapatnam,5,3,1310,normal,79
Jeddah,Singapore,2,1,2864,fragile,43
Jeddah,Shanghai,3,1,8894,fragile,53
Jeddah,Shenzhen,1,3,11263,fragile,49
Jeddah,Guangzhou,4,3,1394,fragile,79
Jeddah,Hong Kong,3,4,9855,fragile,77
Jeddah,Tokyo,2,1,10933,fragile,43
Jeddah,Osaka,3,4,10117,fragile,77
Jeddah,Busan,4,2,4322,normal,61
Jeddah,Bangkok,1,3,2429,fragile,49
Jeddah,Jakarta,3,1,5633,normal,43
Jeddah,Dubai,4,2,1080,fragile,71
Jeddah,Doha,4,4,5358,fragile,87
Jeddah,Riyadh,5,5,6634,fragile,105
Jeddah,Jeddah,2,5,3385,normal,65
Jeddah,Istanbul,5,4,6931,fragile,97
Jeddah,Hamburg,4,5,1962,normal,85
Jeddah,Rotterdam,3,5,7558,fragile,85
Jeddah,Antwerp,3,1,9424,normal,43
Jeddah,London,4,2,6101,normal,61
Jeddah,Le Havre,4,1,8773,fragile,63
Jeddah,Barcelona,5,5,5061,fragile,105
Jeddah,Genoa,4,1,3722,normal,53
Jeddah,Athens,3,5,6757,fragile,85
Jeddah,New York,3,2,5518,normal,51
Jeddah,Los Angeles,2,1,4412,fragile,43
Jeddah,San Francisco,1,4,10547,normal,47
Jeddah,Seattle,5,2,10992,normal,71
Jeddah,Houston,4,1,8980,fragile,63
Jeddah,Miami,2,5,2088,normal,65
Jeddah,Vancouver,5,2,1633,normal,71
Jeddah,Toronto,5,1,4619,normal,63
Jeddah,Montreal,3,2,8315,fragile,61
Jeddah,Sydney,5,1,3301,normal,63
Jeddah,Melbourne,5,5,1980,fragile,105
Jeddah,Auckland,2,2,5829,fragile,51
Jeddah,Cape Town,5,3,2566,normal,79
Jeddah,Durban,3,5,3572,fragile,85
Jeddah,Lagos,2,1,10278,fragile,43
Jeddah,Nairobi,4,5,6791,normal,85
Jeddah,Santos,1,4,11570,fragile,57
Jeddah,Rio de Janeiro,3,4,9791,fragile,77
Jeddah,Buenos Aires,2,3,4597,normal,49
Jeddah,Lima,1,5,6898,fragile,65
Jeddah,Panama City,1,3,8388,fragile,49
Jeddah,Manila,5,1,11390,fragile,73
Jeddah,Ho Chi Minh City,4,3,7848,fragile,79
Jeddah,Kuala Lumpur,2,3,6687,normal,49
Istanbul,Mumbai,5,1,1765,normal,63
Istanbul,Chennai,1,4,2135,normal,47
Istanbul,Kolkata,1,5,3282,normal,55
Istanbul,Delhi,2,1,2008,normal,33
Istanbul,Visakhapatnam,2,1,11767,fragile,43
Istanbul,Singapore,2,3,7845,normal,49
Istanbul,Shanghai,3,4,2536,fragile,77
Istanbul,Shenzhen,4,3,5126,normal,69
Istanbul,Guangzhou,2,1,11545,fragile,43
Istanbul,Hong Kong,5,5,9460,fragile,105
Istanbul,Tokyo,1,1,2132,fragile,33
Istanbul,Osaka,4,2,7637,normal,61
Istanbul,Busan,3,3,1767,normal,59
Istanbul,Bangkok,4,2,6182,fragile,71
Istanbul,Jakarta,4,1,10139,normal,53
Istanbul,Dubai,5,5,4521,fragile,105
Istanbul,Doha,1,2,3777,normal,31
Istanbul,Riyadh,1,2,9292,normal,31
Istanbul,Jeddah,1,3,10590,normal,39
Istanbul,Istanbul,2,1,1863,fragile,43
Istanbul,Hamburg,3,1,1729,fragile,53
Istanbul,Rotterdam,5,5,9596,normal,95
Istanbul,Antwerp,4,5,2003,fragile,95
Istanbul,London,5,2,3963,fragile,81
Istanbul,Le Havre,4,3,10451,normal,69
Istanbul,Barcelona,1,3,6087,fragile,49
Istanbul,Genoa,3,3,8898,normal,59
Istanbul,Athens,4,2,11475,normal,61
Istanbul,New York,1,5,2640,normal,55
Istanbul,Los Angeles,3,5,3393,normal,75
Istanbul,San Francisco,1,2,1202,normal,31
Istanbul,Seattle,4,3,9114,normal,69
Istanbul,Houston,5,2,9928,normal,71
Istanbul,Miami,5,5,4612,fragile,105
Istanbul,Vancouver,5,1,7057,normal,63
Istanbul,Toronto,4,3,7176,normal,69
Istanbul,Montreal,3,4,5254,fragile,77
Istanbul,Sydney,5,1,9931,normal,63
Istanbul,Melbourne,5,3,8361,normal,79
Istanbul,Auckland,1,5,1265,fragile,65
Istanbul,Cape Town,1,5,10424,fragile,65
Istanbul,Durban,1,3,5381,fragile,49
Istanbul,Lagos,3,5,11424,fragile,85
Istanbul,Nairobi,3,4,10560,normal,67
Istanbul,Santos,2,3,4589,normal,49
Istanbul,Rio de Janeiro,1,3,9915,fragile,49
Istanbul,Buenos Aires,4,4,9093,normal,77
Istanbul,Lima,3,5,8117,fragile,85
Istanbul,Panama City,1,5,7736,fragile,65
Istanbul,Manila,1,2,5927,normal,31
Istanbul,Ho Chi Minh City,1,1,9790,normal,23
Istanbul,Kuala Lumpur,1,3,4456,normal,39
Hamburg,Mumbai,2,3,3426,fragile,59
Hamburg,Chennai,5,1,1883,normal,63
Hamburg,Kolkata,2,4,11604,fragile,67
Hamburg,Delhi,5,5,4088,normal,95
Hamburg,Visakhapatnam,1,5,7618,fragile,65
Hamburg,Singapore,1,3,6010,fragile,49
Hamburg,Shanghai,5,5,5807,fragile,105
Hamburg,Shenzhen,4,4,10586,normal,77
Hamburg,Guangzhou,3,1,5001,fragile,53
Hamburg,Hong Kong,4,3,8646,normal,69
Hamburg,Tokyo,3,4,5427,fragile,77
Hamburg,Osaka,4,1,10057,fragile,63
Hamburg,Busan,2,3,8331,normal,49
Hamburg,Bangkok,2,3,4538,normal,49
Hamburg,Jakarta,2,4,7876,normal,57
Hamburg,Dubai,3,5,5195,fragile,85
Hamburg,Doha,5,4,6340,fragile,97
Hamburg,Riyadh,1,1,11152,fragile,33
Hamburg,Jeddah,1,1,9056,fragile,33
Hamburg,Istanbul,3,1,1988,fragile,53
Hamburg,Hamburg,3,5,2292,normal,75
Hamburg,Rotterdam,4,3,1409,normal,69
Hamburg,Antwerp,2,5,5553,normal,65
Hamburg,London,1,1,2850,fragile,33
Hamburg,Le Havre,4,2,10398,fragile,71
Hamburg,Barcelona,1,4,11949,normal,47
Hamburg,Genoa,4,4,1700,normal,77
Hamburg,Athens,1,3,4238,normal,39
Hamburg,New York,3,1,5128,normal,43
Hamburg,Los Angeles,4,5,2035,normal,85
Hamburg,San Francisco,1,3,9210,fragile,49
Hamburg,Seattle,2,5,9108,normal,65
Hamburg,Houston,5,3,8307,normal,79
Hamburg,Miami,5,3,2026,fragile,89
Hamburg,Vancouver,2,4,5650,normal,57
Hamburg,Toronto,3,5,1025,normal,75
Hamburg,Montreal,5,3,1472,normal,79
Hamburg,Sydney,1,5,5308,normal,55
Hamburg,Melbourne,5,2,6646,normal,71
Hamburg,Auckland,2,1,2627,normal,33
Hamburg,Cape Town,3,2,1898,fragile,61
Hamburg,Durban,1,2,11635,normal,31
Hamburg,Lagos,5,5,11410,fragile,105
Hamburg,Nairobi,5,2,4575,normal,71
Hamburg,Santos,2,5,6558,normal,65
Hamburg,Rio de Janeiro,5,1,11411,fragile,73
Hamburg,Buenos Aires,2,2,2795,fragile,51
Hamburg,Lima,2,2,9846,fragile,51
Hamburg,Panama City,4,3,1534,fragile,79
Hamburg,Manila,4,2,10521,normal,61
Hamburg,Ho Chi Minh City,5,3,1926,normal,79
Hamburg,Kuala Lumpur,3,2,10283,fragile,61
Rotterdam,Mumbai,2,1,6847,normal,33
Rotterdam,Chennai,3,5,11428,normal,75
Rotterdam,Kolkata,4,1,6452,normal,53
Rotterdam,Delhi,5,3,9836,fragile,89
Rotterdam,Visakhapatnam,4,3,11587,fragile,79
Rotterdam,Singapore,3,4,11079,fragile,77
Rotterdam,Shanghai,2,1,9360,normal,33
Rotterdam,Shenzhen,2,1,10149,normal,33
Rotterdam,Guangzhou,4,4,11973,normal,77
Rotterdam,Hong Kong,3,2,10715,normal,51
Rotterdam,Tokyo,5,1,5893,normal,63
Rotterdam,Osaka,1,1,10932,normal,23
Rotterdam,Busan,3,1,11037,fragile,53
Rotterdam,Bangkok,2,1,10910,normal,33
Rotterdam,Jakarta,4,1,2468,fragile,63
Rotterdam,Dubai,2,2,5393,fragile,51
Rotterdam,Doha,2,4,4352,normal,57
Rotterdam,Riyadh,5,4,3618,normal,87
Rotterdam,Jeddah,5,4,3940,normal,87
Rotterdam,Istanbul,3,1,5878,fragile,53
Rotterdam,Hamburg,3,4,8292,normal,67
Rotterdam,Rotterdam,4,2,6387,fragile,71
Rotterdam,Antwerp,5,1,9347,normal,63
Rotterdam,London,2,2,1072,normal,41
Rotterdam,Le Havre,1,2,10466,normal,31
Rotterdam,Barcelona,2,2,6108,normal,41
Rotterdam,Genoa,2,1,5209,fragile,43
Rotterdam,Athens,3,5,8897,normal,75
Rotterdam,New York,4,4,8307,normal,77
Rotterdam,Los Angeles,2,3,4940,fragile,59
Rotterdam,San Francisco,2,4,5497,fragile,67
Rotterdam,Seattle,4,2,10659,normal,61
Rotterdam,Houston,5,5,9579,fragile,105
Rotterdam,Miami,4,2,5137,fragile,71
Rotterdam,Vancouver,4,2,8743,fragile,71
Rotterdam,Toronto,1,3,2834,normal,39
Rotterdam,Montreal,3,2,7974,fragile,61
Rotterdam,Sydney,1,2,10435,fragile,41
Rotterdam,Melbourne,3,2,3793,fragile,61
Rotterdam,Auckland,2,5,11369,fragile,75
Rotterdam,Cape Town,3,4,1203,fragile,77
Rotterdam,Durban,2,2,4390,fragile,51
Rotterdam,Lagos,1,1,5462,fragile,33
Rotterdam,Nairobi,2,4,2817,normal,57
Rotterdam,Santos,5,3,3629,fragile,89
Rotterdam,Rio de Janeiro,5,5,10756,fragile,105
Rotterdam,Buenos Aires,4,4,9206,normal,77
Rotterdam,Lima,4,2,3157,normal,61
Rotterdam,Panama City,2,1,6170,fragile,43
Rotterdam,Manila,4,4,10893,normal,77
Rotterdam,Ho Chi Minh City,3,5,10120,fragile,85
Rotterdam,Kuala Lumpur,2,2,9985,fragile,51
Antwerp,Mumbai,2,2,10507,fragile,51
Antwerp,Chennai,2,5,3872,normal,65
Antwerp,Kolkata,5,2,6097,normal,71
Antwerp,Delhi,1,5,6322,normal,55
Antwerp,Visakhapatnam,1,3,6619,fragile,49
Antwerp,Singapore,2,5,5235,normal,65
Antwerp,Shanghai,2,2,10308,fragile,51
Antwerp,Shenzhen,4,1,4922,normal,53
Antwerp,Guangzhou,5,4,7127,normal,87
Antwerp,Hong Kong,2,2,10155,normal,41
Antwerp,Tokyo,2,1,1604,fragile,43
Antwerp,Osaka,3,3,4751,normal,59
Antwerp,Busan,3,4,11360,fragile,77
